"Row.names"		"LAYING"		"SITTING"		"STANDING"		"WALKING"		"WALKING_DOWNSTAIRS"		"WALKING_UPSTAIRS"		"1"		"2"		"3"		"4"		"5"		"6"		"7"		"8"		"9"		"10"		"11"		"12"		"13"		"14"		"15"		"16"		"17"		"18"		"19"		"20"		"21"		"22"		"23"		"24"		"25"		"26"		"27"		"28"		"29"		"30"
"fBodyAccJerk.mean...Y"		-0.668875320805093		-0.646394012981992		-0.644920702348006		-0.602655011140499		-0.567414337591536		-0.624326464631244		-0.566539506029971		-0.550916920286424		-0.629942411530088		-0.667972856148896		-0.691444683092715		-0.537856933631938		-0.615748851001299		-0.589265680112456		-0.703131530392014		-0.777426981598639		-0.708896042658228		-0.663747666449375		-0.6496103799263		-0.57071513262291		-0.748454934476524		-0.520343721777434		-0.554754329743995		-0.672820035588187		-0.559820313985944		-0.63391905805226		-0.549024636599755		-0.539396664318598		-0.637255275428495		-0.670159077981102		-0.557785762004157		-0.64448125591301		-0.75564959675		-0.703110505251309		-0.578985397899128		-0.657764053032376
"fBodyAccJerk.mean...Z"		-0.766163244924897		-0.744531303934046		-0.725745223881007		-0.745411641750116		-0.728179643959374		-0.748237065325648		-0.749329368853026		-0.723576470695364		-0.83398502771261		-0.620426094825237		-0.709081344215232		-0.693578145957846		-0.78974770238961		-0.715479817801423		-0.769209230513889		-0.856927641734694		-0.809341050348101		-0.750459225875		-0.734999074180428		-0.741841606473684		-0.77906603477439		-0.66782853931694		-0.744456611630435		-0.780884462107143		-0.775358421388889		-0.76256791220339		-0.708547330841422		-0.626146524986231		-0.760341828180914		-0.754438302808399		-0.661601944783619		-0.80427175965051		-0.759697380215426		-0.808334944136126		-0.66630499565407		-0.75333912465953
"fBodyAccJerk.meanFreq...X"		-0.0499361512697737		-0.0586998220656404		-0.00965629787784365		-0.0375321919757224		-0.0808374747160832		-0.0603943064181218		0.110273209727769		0.0513882991349338		-0.0281453938665103		0.045262269162776		-0.169977689216556		-0.0621854216926462		-0.0144464253952597		-0.0393370347875445		-0.0902575269288194		-0.0389087521571429		-0.105690592629114		-0.039805316409375		-0.0522223774028135		-0.0738803721497833		-0.0197305678106707		-0.0734768711508197		-0.0652583146930978		-0.0354190163489011		-0.0936037185036111		0.00771296203525424		-0.0954220022256618		-0.0878679312591371		0.00825519760021506		-0.13370967211811		-0.187838057545672		-0.0137327482865893		-0.029487188524734		-0.0821421284437173		0.000816618234011627		0.00610140367279373
"fBodyAccJerk.meanFreq...Y"		-0.203842206048396		-0.210599138717805		-0.190210246134245		-0.19514922976579		-0.255152738521031		-0.239570697301308		-0.13247823692415		-0.157869550955629		-0.186810318586804		-0.107869956954132		-0.251899048200033		-0.173797650838154		-0.18774436794513		-0.282406853267616		-0.293542236999132		-0.240295751239184		-0.230999912581551		-0.201950478391406		-0.148528343032416		-0.275040246694334		-0.196277998280732		-0.239307545589891		-0.249592705464946		-0.273424189501624		-0.283806896024917		-0.0876497219042938		-0.268142257914216		-0.23939935603271		-0.172175746091398		-0.294638698064357		-0.319865587361858		-0.180619248124005		-0.175941174299947		-0.181706841016361		-0.15760954010564		-0.19772448742376
"fBodyAccJerk.meanFreq...Z"		-0.106061799656673		-0.139491985199595		-0.103115229409881		-0.118707965722294		-0.158542406998684		-0.12783676003932		-0.071284830067147		-0.0486316986728477		-0.131538578690616		-0.0811265129116719		-0.21746808285298		-0.042936092256		-0.0849311559109416		-0.137424368622883		-0.223083435827674		-0.130314323214388		-0.142278419216456		-0.117340636893438		-0.0996363424840979		-0.160303840283282		-0.11074038234939		-0.127801823230328		-0.178409962765027		-0.122656466005632		-0.182028791886667		-0.0115653928067797		-0.101323202594632		-0.194373354228069		-0.0749671971034946		-0.171014699809953		-0.223061262325819		-0.0755254766915816		-0.154893873066755		-0.164032479027277		-0.000958441794921511		-0.129519741333446
"fBodyAccJerk.std...X"		-0.689783417202932		-0.675552297002493		-0.664853512015976		-0.608582123099477		-0.608529250378363		-0.669339638293856		-0.644872918974928		-0.578026718984934		-0.667344395722287		-0.674095702248896		-0.579243720666424		-0.527184561914892		-0.634439897906169		-0.639224512349512		-0.754840787486111		-0.827756725442177		-0.704664734873418		-0.65676731287375		-0.670231291299694		-0.662066879360991		-0.777756322459756		-0.572716023907377		-0.612438792283342		-0.704736829260989		-0.600105557640556		-0.646312104700282		-0.602613810845853		-0.554902518079439		-0.68788849094086		-0.700473217776903		-0.621745013225917		-0.673252443674617		-0.741975949868032		-0.686977435597644		-0.567940583729942		-0.691749180241253
"fBodyAccJerk.std...Y"		-0.660088675374537		-0.63239445019951		-0.637334685924592		-0.59286886236403		-0.526681106144258		-0.597361195200479		-0.567347369883285		-0.552928765595338		-0.622572180977419		-0.667899334781073		-0.67174583036755		-0.536422391397231		-0.597426575325519		-0.550178846741993		-0.70388239540625		-0.759906378761905		-0.702920562310127		-0.64541237050125		-0.627703547151376		-0.541639710922477		-0.732562131661585		-0.478088846803771		-0.530904227821495		-0.656452323718956		-0.508672787195881		-0.647591491637006		-0.493159460630882		-0.510562358231153		-0.618391945750538		-0.671074437349081		-0.548083252572861		-0.642725535143189		-0.745738422464362		-0.673119648434031		-0.55346063301186		-0.65276318383107
"fBodyAccJerk.std...Z"		-0.803894733616255		-0.784847895483455		-0.762544582972314		-0.785896808066202		-0.763116385948649		-0.780874282377591		-0.794825445590778		-0.766555499900662		-0.867034203255132		-0.655604339019874		-0.745265608344371		-0.751734223138461		-0.818254191006494		-0.75194458911032		-0.808290771449653		-0.874102684047619		-0.840268331202532		-0.76830556740625		-0.767974908685015		-0.770405413687307		-0.799586277079268		-0.713698941142077		-0.778852396929348		-0.822356413736264		-0.805787949694444		-0.81423663779661		-0.740953685938235		-0.680797313018692		-0.793836063147849		-0.806341922545932		-0.728103999068704		-0.842605328469388		-0.788606118393617		-0.8283699		-0.715933390027878		-0.782530664670601
"fBodyAccMag.mean.."		-0.615710576120473		-0.592729475291418		-0.603568200770603		-0.561661346381765		-0.526387310507923		-0.600340533410829		-0.570057126823343		-0.550059296284768		-0.625326011037537		-0.581413064015457		-0.558350873602649		-0.500827790827077		-0.584901370133766		-0.576727350956939		-0.637507761954861		-0.742317961482993		-0.65505768231962		-0.586789573819062		-0.619496218574924		-0.578474479347059		-0.711251051371037		-0.484396989430383		-0.533821066341033		-0.631399956793956		-0.540161842811111		-0.581040216311864		-0.511944217141274		-0.449746637436137		-0.623256717663441		-0.598560031046457		-0.479675038663081		-0.592855382399617		-0.679775144702926		-0.655639305985079		-0.537962718076948		-0.636756996114882
"fBodyAccMag.meanFreq.."		0.0762452827666255		0.0563907961779927		0.0740454035125173		0.100509566964091		0.0715449260346273		0.083237426218478		0.16287969834611		0.126769879286993		0.0940517812590029		0.123211331050158		0.0659843964887417		0.110380753445708		0.0881445777928247		0.0819559946380783		0.0100621016624653		0.00414942664965986		0.0863159916775317		0.0882691727465		0.17246409038367		0.0709986922727245		0.0331059947859756		0.124681528418415		0.0740373677073913		0.0240019679200824		0.0665628416125833		0.160830821151017		0.0923858811716912		0.0522765423883988		0.147086954199309		-0.0317269023687402		-0.0354217382972861		0.070382320403699		0.059227128687234		0.0138825720705393		0.150660697124709		0.046707778187859
"fBodyAccMag.std.."		-0.670728750851672		-0.656629031946145		-0.683864682687408		-0.653222360545006		-0.608217139195235		-0.672498206697927		-0.683178566438329		-0.656710380535762		-0.692552331186803		-0.698135799209148		-0.629786118572848		-0.618529071401538		-0.669875143783117		-0.654765165302491		-0.669644582552431		-0.75104244342517		-0.69736704636076		-0.634089845850938		-0.697888485610703		-0.667902981595356		-0.754217744933841		-0.58777777720765		-0.628162053762228		-0.699594117041484		-0.606880878490556		-0.633510518821751		-0.599050501284314		-0.554693204854829		-0.709059306978763		-0.644862006568635		-0.545288532932029		-0.643715345423469		-0.727053021521543		-0.695676254575393		-0.678395560090116		-0.695553394360574
"fBodyBodyAccJerkMag.mean.."		-0.658343139477762		-0.645589896421947		-0.634419283604113		-0.579039448616551		-0.557271816212916		-0.632545194656736		-0.569004793767147		-0.560945526478808		-0.658208340484164		-0.589521101470663		-0.609949841595695		-0.491104087880615		-0.595936499597078		-0.595130748400712		-0.709153137194444		-0.801567171836735		-0.70518916268038		-0.64377394851875		-0.642287745177064		-0.602188996809412		-0.744344606996341		-0.518092185780219		-0.557305860529348		-0.678033124872802		-0.586035604114833		-0.602667609249633		-0.52809552471348		-0.488427696847726		-0.654864331288978		-0.654793903537533		-0.570010385185941		-0.647485400235459		-0.721516988634176		-0.706419082982984		-0.556626458233779		-0.659486415044961
"fBodyBodyAccJerkMag.meanFreq.."		0.176309007643496		0.197848189525104		0.199954592279911		0.154486265771196		0.11885348726473		0.178382370979251		0.203159676042363		0.180092267007947		0.16225930834173		0.21847019141918		0.107220169273709		0.151534576384646		0.15810332608474		0.184013248851246		0.170581269854896		0.201643368073844		0.18830052473368		0.174470963166875		0.221231054344954		0.101065554960248		0.218914086693293		0.181372775592514		0.114776480738505		0.174148513318407		0.128907196368889		0.225634461271319		0.097494574517402		0.147280348159626		0.234911758743468		0.0835487504721785		0.123337575249144		0.178012924889286		0.232006824730957		0.208514234738848		0.236257116223547		0.206270979799164
"fBodyBodyAccJerkMag.std.."		-0.675473633244074		-0.67371957128323		-0.656605264147114		-0.596280755671562		-0.57859714578165		-0.641216251740324		-0.577131431637464		-0.576358241674172		-0.687610522530792		-0.619292963808517		-0.609400852778146		-0.525483496100831		-0.604924886245779		-0.607806726995765		-0.731059915399306		-0.804215406632653		-0.71402120221519		-0.643910705995625		-0.66413289481529		-0.614443452854675		-0.735301181887195		-0.535628359619262		-0.58302392627163		-0.706841493623626		-0.621738616563889		-0.632224979966949		-0.546799801123872		-0.512445926220561		-0.709624167145161		-0.663164971616745		-0.587440302520782		-0.676440636632653		-0.737986634041755		-0.701776709933508		-0.624823939531395		-0.663029080644125
"fBodyBodyGyroJerkMag.mean.."		-0.820261932939815		-0.811905466210163		-0.769810864097796		-0.776452646625958		-0.72078478651591		-0.761494344388031		-0.780708572233429		-0.820844185463576		-0.847259185865103		-0.604625145114826		-0.788285879536424		-0.756676325969231		-0.775719040327922		-0.724080978554804		-0.814394972006944		-0.888363993945578		-0.868258133607595		-0.80350103315625		-0.812953436131499		-0.706774961471889		-0.820890990640244		-0.66108005960847		-0.761793379271739		-0.807115508296703		-0.761861018138889		-0.836136389491525		-0.667113603446078		-0.639151301175607		-0.818366267801344		-0.810456373674541		-0.748766338587677		-0.836481599464286		-0.876637152952128		-0.833732032408377		-0.706830336630814		-0.815071682167102
"fBodyBodyGyroJerkMag.meanFreq.."		0.113253102508961		0.151197199346663		0.139054480365834		0.126749074630563		0.074391221753798		0.147816441006062		0.125255379804409		0.161551296679801		0.14859410125		0.158856734349842		0.121211182149669		0.135256541977815		0.0798543888887987		0.141718105386868		0.0873900515177778		0.115092524352177		0.203853910952627		0.138376588643378		0.185225326335352		0.0483838800800619		0.178539436441707		0.175849865481393		0.0788333543410326		-0.00284625071104395		0.0309692016974722		0.208496024660593		0.0771535709004902		0.135027647405763		0.188933651311828		0.0446518723559318		0.0710942877143765		0.115700462405179		0.173265772288856		0.193367029930367		0.148955256047965		0.157030496674047
"fBodyBodyGyroJerkMag.std.."		-0.829306855557099		-0.834167399157006		-0.781575606879433		-0.790451276337108		-0.724442446047319		-0.773881273387176		-0.774400844798271		-0.827257551125828		-0.869558651085044		-0.597666060984858		-0.802153773642384		-0.776057459384615		-0.784206279542208		-0.745931821702847		-0.83504378934375		-0.88895596537415		-0.888622463389241		-0.804835011625		-0.825135647470948		-0.702654896454489		-0.830418796158537		-0.684043953202186		-0.773697787994565		-0.817989017225275		-0.751693209333333		-0.848121683050847		-0.670563020760613		-0.665810967218692		-0.847123889932796		-0.82206191343832		-0.782160443709046		-0.85208048934949		-0.89003803337766		-0.837897228664921		-0.743545192031977		-0.823815047415144
"fBodyBodyGyroMag.mean.."		-0.728706480946826		-0.716237990221103		-0.691244580149003		-0.701348549872009		-0.647874677907162		-0.684669773176179		-0.729889065351585		-0.714939775066225		-0.759799509093842		-0.56246528423123		-0.705986592450331		-0.650943584433846		-0.716378855696753		-0.653369766811388		-0.710342827170139		-0.796239503333333		-0.791482092563291		-0.74345450146875		-0.75474436382263		-0.627068592708421		-0.781261235966463		-0.567795613145355		-0.661383282296739		-0.739045879259341		-0.683531198478889		-0.717789368967797		-0.605938393417157		-0.566849235008318		-0.735516910568817		-0.668103321327113		-0.589589591188998		-0.726589721928571		-0.825041374468085		-0.774586382434555		-0.620431582638663		-0.761208113420366
"fBodyBodyGyroMag.meanFreq.."		-0.0806242101647999		-0.0814727389589931		-0.0405268898150157		-0.0318192415228821		0.0132557175201005		-0.00851928901237047		0.00853529175178674		-0.0915537249897351		-0.117661619759326		0.154773595384227		-0.0561372485907285		-0.0141511832658862		-0.00970767604295455		0.00879083701259786		-0.147589583325764		-0.161116683605034		-0.0427182749496835		-0.00355843611984688		0.018334956871529		-0.0622305828040867		-0.00890170905603659		0.0704087716178142		-0.046744657253312		-0.119697115870577		0.0240735348565556		-0.0448946318645198		0.073604786652402		0.00206476510616854		-0.0729192948371774		-0.205478092039895		-0.143763257771149		-0.121953430517374		-0.055460332406383		-0.0320359879182984		0.0131202037523256		-0.0432837891571802
"fBodyBodyGyroMag.std.."		-0.70238678760552		-0.700163956830287		-0.704143244608237		-0.711189221231127		-0.679078625685348		-0.698106205180052		-0.749159197988473		-0.687359492486755		-0.747441981671554		-0.65072972683817		-0.706047228791391		-0.65530880072		-0.727150545678571		-0.687955090309609		-0.693905785173958		-0.759761798408163		-0.762633337778481		-0.75870045195625		-0.745833202510703		-0.653759978065016		-0.803776528140244		-0.603691682781421		-0.661619193997283		-0.74580892757967		-0.710775388123333		-0.668835688341045		-0.672046730664706		-0.600336593275701		-0.719176053973118		-0.587306169670341		-0.557465823488802		-0.69019811002551		-0.810680697521277		-0.785697457827225		-0.648815215356105		-0.777391669326371
"fBodyGyro.mean...X"		-0.686411180115586		-0.718318714562915		-0.666402365112225		-0.651999390017718		-0.613562198888051		-0.683607038118264		-0.676007830798559		-0.621859269860927		-0.665506240981232		-0.723025606526814		-0.644506650274834		-0.612632741808954		-0.674374050187987		-0.644880090959786		-0.667725986256944		-0.735256038085034		-0.759528067525316		-0.667023050653125		-0.733278026103976		-0.640927616231579		-0.768344333676829		-0.60862663830082		-0.630885730514946		-0.677242261043956		-0.635435672765556		-0.678028711919209		-0.58092606343799		-0.558262762320249		-0.722393160973118		-0.665896325179265		-0.672180847784841		-0.692254583805867		-0.795496634535638		-0.735331856346859		-0.533667110986628		-0.734276456579634
"fBodyGyro.mean...Y"		-0.736701244269295		-0.708747150688098		-0.70442506848022		-0.716260581234088		-0.680101092125818		-0.679713230942662		-0.753756348697406		-0.778103932980132		-0.837860779178886		-0.537535909807256		-0.693418095129139		-0.637432284753846		-0.734739604707792		-0.65564269421032		-0.73358964478125		-0.838865494897959		-0.790324510506329		-0.776999948375		-0.765379658094495		-0.618409078963065		-0.772050107640549		-0.548514663604918		-0.696680274328533		-0.748870670851648		-0.7270449615		-0.730427241666667		-0.638470141661765		-0.563515801168224		-0.723833286934946		-0.628170770531785		-0.567853712105379		-0.748641581402423		-0.823237883244681		-0.780562334816754		-0.625133204547674		-0.745506543480418
"fBodyGyro.mean...Z"		-0.667420865662706		-0.651988544116038		-0.665223352976191		-0.634297605229384		-0.595860210283286		-0.63506199053737		-0.645068886010375		-0.623321988483444		-0.711978170428152		-0.665218261417035		-0.612579276858609		-0.542725780135692		-0.690675436944805		-0.606661703754448		-0.686168454190278		-0.788948446462585		-0.722695288322785		-0.656880995815625		-0.659842682143731		-0.5575149794613		-0.720084370835366		-0.56931355947459		-0.626229244545652		-0.677024884649176		-0.557574213146028		-0.679549709138418		-0.563468587008824		-0.579940306557726		-0.646466540129839		-0.61398696923622		-0.480748582232763		-0.70481435282398		-0.765155544946808		-0.733311802329843		-0.585937168182035		-0.691189138616188
"fBodyGyro.meanFreq...X"		-0.106748591947171		-0.142082315254434		-0.0984436544798164		-0.101025144573		-0.0640449712141394		-0.0835447664110946		-0.0217655557855908		-0.137624537399901		-0.119324555367584		-0.0134064364320189		-0.160022642967219		-0.0837842150995692		-0.104314003415909		-0.124288936483274		-0.170181939999306		-0.126426668655544		-0.113481123565981		-0.0332889501809375		-0.100442032518287		-0.145519416910929		-0.0412185149990854		-0.034671828651776		-0.0994598247896739		-0.147505926382637		-0.06509782937175		-0.00506516644522599		0.00753398949551471		-0.125179948154268		-0.103550157632957		-0.230865803609711		-0.224340254016626		-0.125755822880383		-0.140343412338564		-0.104450018224634		-0.0151254677594767		-0.123204872270235
"fBodyGyro.meanFreq...Y"		-0.214670969833601		-0.196353289797907		-0.193217525306291		-0.162086853171121		-0.099890037111138		-0.155967003450836		-0.113031158016427		-0.176825910716821		-0.372306549474487		-0.0601958254611987		-0.119518088255762		-0.134720990703692		-0.0867260801890584		-0.137875735479359		-0.2953524150875		-0.283246939423095		-0.241969637835032		-0.0811415490060937		-0.0379441794069725		-0.188895541446811		-0.136276217969817		-0.0525192173595628		-0.159235913128533		-0.269285886737637		-0.109519852128639		-0.250076944860452		-0.0528505779420098		-0.094759582881028		-0.155772775411371		-0.363700036488189		-0.325997593607824		-0.205521200540816		-0.162557419831117		-0.149963502837827		-0.165753671662529		-0.209891485751175
"fBodyGyro.meanFreq...Z"		-0.0624557207367413		-0.0814030306449409		-0.053393295896978		-0.0504404467067997		0.0112981858384353		-0.0586058940517163		0.0277618939797983		-0.0339087766088742		0.0157584802847507		0.0132073093022082		-0.130590854433642		-0.0864111322636923		-0.0549096960335682		-0.0339773463156584		-0.137683155404514		-0.0639810283461224		-0.0788364042958861		-0.0143648020078125		-0.0257847427660398		-0.130460279952693		-0.0442881244318293		-0.0358130968672131		-0.041187486262038		-0.0786887665242582		0.0571462136365278		0.0118233189734746		0.0657389860345588		-0.0727283734008411		-0.0618360023099731		-0.202838916383727		-0.179624862110513		-0.0410355960810204		-0.058161382808484		-0.0715898634402618		-0.0193433152797384		-0.0439088261955614
"fBodyGyro.std...X"		-0.743808123816445		-0.756433031711874		-0.73774273291467		-0.726808709774681		-0.710254819416643		-0.751504534863342		-0.760121903674352		-0.702132123956954		-0.740660751064516		-0.805673666473186		-0.696182805344371		-0.690927312132308		-0.760527900574675		-0.719864952775801		-0.708333851375		-0.758725370030612		-0.787962292610759		-0.763060974890625		-0.776604661779816		-0.713577149860681		-0.830240621158537		-0.702182019915301		-0.712764380139946		-0.765019158269231		-0.729772344166667		-0.747070767676554		-0.722034840321814		-0.627678503772586		-0.766118578819892		-0.675315920854777		-0.718788505146699		-0.732604732862245		-0.810034739255319		-0.775788469558639		-0.651911600075465		-0.79645370810705
"fBodyGyro.std...Y"		-0.679064456322068		-0.646735768692105		-0.695055667808552		-0.692746927745122		-0.680078644776316		-0.648080018079275		-0.756991087550432		-0.768668910993378		-0.79119963111437		-0.536702320110095		-0.679012558837748		-0.567782878507692		-0.725572490061688		-0.651579295495018		-0.685383074350694		-0.773253633639456		-0.725930851582278		-0.783746526		-0.780905705810398		-0.601450068731579		-0.771779386853659		-0.518920584989344		-0.655274583595109		-0.742987925302198		-0.710040673333333		-0.587183659900847		-0.654194816936274		-0.59025011273053		-0.681815351255645		-0.493825266759055		-0.419807043937824		-0.666217234296429		-0.817784347446809		-0.766606266832461		-0.635586064259302		-0.757911283342037
"fBodyGyro.std...Z"		-0.69437174337891		-0.669031368479235		-0.705405522398951		-0.689601157607433		-0.697450056056899		-0.686248875404469		-0.716198218677233		-0.673701321215232		-0.784294959002933		-0.695287990028391		-0.623678382512583		-0.618184984308308		-0.740603763344156		-0.675073530604982		-0.704066605775347		-0.81245148377551		-0.735107123955696		-0.70838608734375		-0.653456853116208		-0.620921839537152		-0.736182543945122		-0.646626247896175		-0.714354780842391		-0.70709287893956		-0.681765022166667		-0.735618965781356		-0.694924510375		-0.642747644876635		-0.666791856422043		-0.618491878396325		-0.499763943046944		-0.727454880612245		-0.765589707859043		-0.751054169793194		-0.682468351386628		-0.710920625404961
